slot_id,throughput_slot
0,22096.177
1,30.656
2,539.844
3,652.037
4,159.681
5,3134.169
6,1707.981
7,1320.0420000000001
8,0.864
9,1198.7930000000001
10,1184.969
11,910.087
12,1611.21
13,1327.818
14,1449.931
15,289578.956
16,1055.944
17,1707.981
18,393.987
19,47.232
20,87.552
21,16.992
22,94.304
23,845.126
24,274.178
25,675.7810000000001
26,1589.708
27,1577.164
28,649.797
29,1595.596
30,1198.794
31,1707.981
32,1707.981
33,539.844
34,1168.137
35,675.7810000000001
36,523.0120000000001
37,1611.21
38,1707.981
39,1714.894
40,1062.856
41,288516.1
42,30.656
43,804.806
44,1555.212
45,804.806
46,1297.162
47,1855.8980000000001
48,3385.306
49,3145.688
50,1555.212
51,546.7560000000001
52,3385.306
53,1032.2
54,3945.181
55,3381.85
56,1582.412
57,3385.306
58,1837.006
59,2845.462
60,2869.206
61,0.0
62,39.672
63,87.552
64,1472.5230000000001
65,1039.112
66,30.656
67,3373.658
68,3385.306
69,3385.306
70,2329.362
71,6.912
72,23.744
73,3385.306
74,3145.688
75,3361.562
76,2350.73
77,6.912
78,1055.944
79,2904.1490000000003
80,4150.496
81,4166.369000000001
82,804.806
83,2587.4120000000003
84,6.912
85,54.4
86,1290.25
87,1039.112
88,804.806
89,6512.563
90,3385.306
91,577555.212
92,6.912
93,2859.35
94,3383.514
95,3385.306
96,2607.7
97,260.642
98,7.776
99,2620.564
100,3125.464
101,3385.306
102,2887.254
103,3.456
104,6.912
105,99.072
106,202.433
107,2329.362
108,6.912
109,1313.9940000000001
110,4940.519
111,1830.094
112,2095.056
113,2135.821
114,3392.219
115,3385.306
116,579127.2559999999
117,2091.6
118,268.418
119,2095.056
120,3385.306
121,3385.306
122,0.0
123,3149.6040000000003
124,268.418
125,2095.056
126,1290.25
127,30.656
128,1062.856
129,1297.162
130,30.656
131,6230.769
132,3385.306
133,2868.342
134,0.864
135,546.7560000000001
136,4154.977
137,1549.836
138,3189.973
139,2876.118
140,2611.156
141,579127.256
142,2088.1440000000002
143,3385.306
144,1039.112
145,47.232
146,87.552
147,16.992
148,94.304
149,1361.226
150,799.494
151,1062.856
152,3148.76
153,3385.306
154,1039.112
155,3421.3050000000003
156,7.776
157,5480.363
158,3385.306
159,1313.9940000000001
160,2329.362
161,1316.426
162,778.374
163,3187.285
164,3385.306
165,3643.3570000000004
166,1830.734
167,575292.682
168,30.656
169,544.9639999999999
170,1806.99
171,544.9639999999999
172,1549.836
173,1592.383
174,3373.658
175,3136.6639999999998
176,1813.262
177,288.706
178,3385.306
179,1032.2
180,3164.119
181,4162.912
182,1582.412
183,3385.306
184,2095.056
185,2587.4120000000003
186,3127.2560000000003
187,0.0
188,39.672
189,87.552
190,1214.473
191,1297.162
192,6.912
193,3385.306
194,3385.306
195,3385.306
196,2353.106
197,6.912
198,0.0
199,3385.306
200,3145.688
201,3127.2560000000003
202,2608.78
203,6.912
204,1055.944
205,2648.0190000000002
206,4159.456
207,4424.419
208,544.9639999999999
209,2835.6059999999998
210,0.0
211,37.568
212,1313.9940000000001
213,1039.112
214,546.7560000000001
215,6512.563
216,3385.306
217,577813.262
218,6.912
219,2611.156
220,3385.306
221,3385.306
222,2865.75
223,258.05
224,10.367999999999999
225,2371.538
226,3127.2560000000003
227,3385.306
228,3145.304
229,3.456
230,6.912
231,88.992
232,188.769
233,2353.106
234,6.912
235,871.368
236,3234.972
237,1470.3490000000002
238,1702.16
239,1095.1100000000001
240,3123.417
241,3387.098
242,475619.896
243,2044.592
244,520.42
245,1837.006
246,3385.306
247,3385.306
248,264.962
249,2890.69
250,520.42
251,1837.006
252,1555.212
253,30.656
254,1062.856
255,1293.7060000000001
256,10.367999999999999
257,5996.463
258,3385.306
259,3123.8
260,3.456
261,287.81
262,4406.754
263,1297.162
264,3191.7650000000003
265,3134.168
266,2353.106
267,579127.256
268,2084.56
269,3377.242
270,1297.162
271,37.152
272,87.55199999999999
273,27.072
274,84.224
275,1113.256
276,1057.544
277,804.806
278,3148.76
279,3385.306
280,1032.2
281,3683.675
282,10.367999999999999
283,5215.401
284,3385.306
285,1578.9560000000001
286,2329.362
287,1062.856
288,774.1500000000001
289,3191.7650000000003
290,3131.29
291,2529.3650000000002
292,804.806
293,288781.062
294,30.656
295,159.681
296,1039.112
297,159.681
298,910.087
299,681.771
300,1707.981
301,1588.172
302,1039.112
303,30.656
304,1702.157
305,514.308
306,1593.356
307,2097.648
308,809.126
309,1707.981
310,1191.881
311,1168.1370000000002
312,1707.981
313,0.0
314,37.152
315,79.992
316,579.428
317,781.062
318,6.912
319,1578.9560000000001
320,1707.981
321,1707.981
322,1320.906
323,6.912
324,0.0
325,1578.9560000000001
326,1588.172
327,1578.9560000000001
328,1446.691
329,7.776
330,539.844
331,1320.906
332,1984.463
333,2360.0190000000002
334,159.681
335,1426.1870000000001
336,129.025
337,37.568
338,668.869
339,523.0120000000001
340,159.681
341,3286.938
342,1707.981
343,289039.112
344,6.912
345,1191.881
346,1707.981
347,1707.981
348,1575.5
349,129.025
350,10.367999999999999
351,1072.0720000000001
352,1707.981
353,1578.9560000000001
354,1586.252
355,132.481
356,6.912
357,78.912
358,198.84900000000002
359,1191.881
360,6.912
361,410.819
362,2489.043
363,1184.969
364,910.087
365,1224.135
366,1456.844
367,1707.981
368,289578.956
369,1055.944
370,393.987
371,804.806
372,1707.981
373,1707.981
374,264.962
375,1326.896
376,393.987
377,804.806
378,910.087
379,30.656
380,546.7560000000001
381,648.581
382,10.367999999999999
383,2899.8630000000003
384,1707.981
385,1704.525
386,3.456
387,30.656
388,2353.1059999999998
389,523.0120000000001
390,1611.21
391,1704.525
392,1073.2240000000002
393,1707.981
394,288926.919
395,1707.981
396,781.062
397,27.072
398,87.552
399,37.152
400,74.144
401,478.211
402,661.253
403,288.706
404,1589.708
405,1707.085
406,514.308
407,1984.783
408,10.367999999999999
409,2500.052
410,1705.2930000000001
411,930.6949999999999
412,1167.2730000000001
413,418.595
414,387.07500000000005
415,1611.21
416,1707.981
417,2101.969
418,675.7810000000001
419,288910.087
420,30.656
421,30.656
422,1168.137
423,30.656
424,1039.112
425,552.746
426,1707.981
427,1588.172
428,1168.137
429,6.912
430,1707.981
431,539.844
432,1467.403
433,2090.576
434,811.7180000000001
435,1707.981
436,1320.906
437,1039.112
438,1837.0059999999999
439,0.0
440,27.072
441,79.992
442,460.483
443,910.087
444,6.912
445,1449.931
446,1707.981
447,1707.981
448,1449.067
449,7.776
450,0.0
451,1449.931
452,1588.172
453,1578.9560000000001
454,1575.5
455,7.992
456,539.844
457,1191.881
458,1984.463
459,2489.0440000000003
460,30.656
461,1426.1870000000001
462,258.05
463,37.568
464,668.869
465,523.0120000000001
466,30.656
467,3392.219
468,1707.981
469,289062.856
470,6.912
471,1062.856
472,1707.981
473,1707.981
474,1704.525
475,0.0
476,139.393
477,1062.856
478,1584.588
479,1569.804
480,1592.3000000000002
481,262.37
482,6.912
483,78.912
484,198.84900000000002
485,1191.017
486,7.776
487,281.794
488,1707.981
489,2095.056
490,781.062
491,1352.296
492,1328.6830000000002
493,1707.981
494,289578.956
495,1055.944
496,523.0120000000001
497,675.7810000000001
498,1707.981
499,1707.981
500,393.987
501,1197.871
502,523.0120000000001
503,675.7810000000001
504,1039.112
505,30.656
506,546.7560000000001
507,519.556
508,139.393
509,1449.931
510,3025.304
511,1702.285
512,132.481
513,6.912
514,2374.61
515,392.64300000000003
516,1608.97
517,1704.525
518,1066.3120000000001
519,1707.981
520,288933.83099999995
521,1707.981
522,910.087
523,16.992
524,87.55199999999999
525,47.232
526,64.06400000000001
527,359.266
528,790.278
529,159.681
530,1589.708
531,1707.5330000000001
532,514.308
533,1593.804
534,529.9240000000001
535,2376.851
536,1707.981
537,1062.856
538,1164.681
539,292.16200000000003
540,387.07500000000005
541,1611.21
542,1707.981
543,2230.994
544,546.7560000000001
545,289039.11199999996
546,6.912
547,30.656
548,1191.881
549,6.912
550,1059.272
551,527.165
552,1707.981
