slot_id,throughput_slot
0,23793.886000000002
1,30.656
2,23.744
3,2339.442
4,1326.506
5,784.422
6,3205.485
7,3399.866
8,3659.0370000000003
9,1844.846
10,580344.846
11,3399.866
12,3399.866
13,1821.102
14,548.9960000000001
15,1561.932
16,1604.68
17,3399.866
18,3159.208
19,1821.102
20,6.912
21,87.552
22,40.32
23,102.656
24,2147.792
25,1589.132
26,3399.866
27,2104.016
28,2598.612
29,3140.697
30,0.0
31,1132.125
32,3399.866
33,6540.563
34,1302.762
35,6.912
36,3399.866
37,3399.866
38,3399.866
39,2363.186
40,6.912
41,0.0
42,3399.866
43,6.912
44,30.656
45,2349.938
46,6.912
47,1055.944
48,2648.0190000000002
49,3782.0110000000004
50,2659.283
51,288.706
52,1426.1870000000001
53,926.9190000000001
54,2489.043
55,668.869
56,523.0120000000001
57,288.706
58,3286.938
59,1707.981
60,288910.087
61,6.912
62,77.47200000000001
63,87.552
64,111.29599999999999
65,1069.48
66,129.025
67,10.367999999999999
68,1201.097
69,1578.9560000000001
70,1707.981
71,1586.252
72,3.456
73,6.912
74,1879.182
75,3134.169
76,1191.881
77,6.912
78,539.844
79,2489.043
80,1055.944
81,1039.112
82,1095.1100000000001
83,1585.8690000000001
84,135.937
85,30.656
86,929.511
87,262.37
88,933.831
89,1707.981
90,1707.981
91,135.937
92,1458.513
93,262.37
94,933.831
95,1578.9560000000001
96,1589.708
97,1449.931
98,648.581
99,10.367999999999999
100,3028.888
101,1477.261
102,345.059
103,3.456
104,6.912
105,127.872
106,37.152
107,103.736
108,47.647999999999996
109,30.656
110,30.656
111,23.744
112,30.656
113,6.912
114,30.656
115,30.656
116,6.912
117,23.744
118,30.656
119,6.912
120,30.656
121,30.656
122,30.656
123,0.0
124,34.112
125,10.367999999999999
126,30.656
127,30.656
128,30.656
129,6.912
130,30.656
131,0.0
132,30.656
133,30.656
134,37.568
135,30.656
136,30.656
137,30.656
138,30.656
139,6.912
140,30.656
141,6.912
142,23.744
143,30.656
144,30.656
145,6.912
146,6.912
147,87.552
148,30.240000000000002
149,102.65599999999999
150,83.648
151,34.976
152,30.656
153,30.656
154,6.912
155,30.656
156,0.0
157,30.656
158,30.656
159,61.312
160,6.912
161,6.912
162,30.656
163,30.656
164,30.656
165,30.656
166,6.912
167,0.0
168,30.656
169,6.912
170,30.656
171,27.488
172,6.912
173,23.744
174,30.656
175,30.656
176,37.568
177,30.656
178,6.912
179,23.744
180,37.568
181,23.744
182,6.912
183,30.656
184,61.312
185,30.656
186,6.912
187,6.912
188,67.392
189,87.552
190,111.296
191,47.36
192,0.0
193,10.367999999999999
194,30.656
195,30.656
196,30.656
197,27.2
198,3.456
199,6.912
200,54.4
201,37.568
202,30.656
203,6.912
204,23.744
205,37.568
206,23.744
207,6.912
208,30.656
209,37.568
210,6.912
211,30.656
212,23.744
213,6.912
214,30.656
215,30.656
216,30.656
217,6.912
218,23.744
219,6.912
220,30.656
221,30.656
222,30.656
223,30.656
224,3.456
225,10.367999999999999
226,61.312
227,30.656
228,27.2
229,3.456
230,6.912
231,127.872
232,27.072000000000003
233,103.736
234,47.36
235,41.024
236,30.656
237,23.744
238,30.656
239,6.912
240,30.656
241,30.656
242,6.912
243,23.744
244,30.656
245,6.912
246,30.656
247,30.656
248,30.656
249,0.0
250,34.112
251,10.367999999999999
252,30.656
253,30.656
254,30.656
255,6.912
256,30.656
257,0.0
258,30.656
259,30.656
260,37.568
261,30.656
262,30.656
263,30.656
264,30.656
265,6.912
266,30.656
267,6.912
268,23.744
269,30.656
270,30.656
271,6.912
272,6.912
273,87.552
274,30.240000000000002
275,92.576
276,91.136
277,37.568
278,30.656
279,30.656
280,6.912
281,30.656
282,0.0
283,30.656
284,30.656
285,61.312
286,6.912
287,6.912
288,30.656
289,30.656
290,30.656
291,29.792
292,7.776
293,0.0
294,30.656
295,6.912
296,30.656
297,27.2
298,7.2
299,23.744
300,30.656
301,30.656
302,37.568
303,30.656
304,6.912
305,23.744
306,37.568
307,23.744
308,6.912
309,30.656
310,37.568
311,30.656
312,30.656
313,6.912
314,57.312
315,87.55199999999999
316,111.296
317,57.440000000000005
318,0.0
319,10.368
320,30.656
321,30.656
322,23.744
323,33.248
324,4.32
325,6.912
326,54.4
327,37.568
328,29.792
329,7.776
330,23.744
331,30.656
332,30.656
333,6.912
334,29.792
335,38.432
336,6.912
337,30.656
338,23.744
339,6.912
340,30.656
341,30.656
342,30.656
343,6.912
344,23.744
345,6.912
346,30.656
347,30.656
348,30.656
349,30.656
350,3.456
351,10.367999999999999
352,30.656
353,61.312
354,27.2
355,3.456
356,6.912
357,127.872
358,16.992
359,103.736
360,57.440000000000005
361,34.112
362,30.656
363,30.656
364,30.656
365,6.912
366,30.656
367,30.656
368,6.912
369,23.744
370,30.656
371,6.912
372,30.656
373,30.656
374,30.656
375,0.0
376,30.656
377,13.824
378,30.656
379,30.656
380,30.656
381,3.456
382,34.111999999999995
383,0.0
384,30.656
385,30.656
386,37.568
387,30.656
388,6.912
389,30.656
390,30.656
391,30.656
392,6.912
393,30.656
394,0.0
395,30.656
396,30.656
397,30.656
398,6.912
399,87.552
400,30.240000000000002
401,82.496
402,101.216
403,37.568
404,30.656
405,6.912
406,23.744
407,37.568
408,0.0
409,30.656
410,30.656
411,61.312
412,6.912
413,6.912
414,30.656
415,30.656
416,30.656
417,27.2
418,10.367999999999999
419,0.0
420,30.656
421,6.912
422,30.656
423,27.2
424,7.2
425,23.744
426,6.912
427,54.4
428,37.568
429,6.912
430,30.656
431,23.744
432,37.568
433,23.744
434,6.912
435,6.912
436,61.312
437,30.656
438,30.656
439,0.0
440,47.232
441,87.552
442,111.29599999999999
443,73.568
444,0.864
445,3.456
446,30.656
447,30.656
448,30.656
449,30.656
450,6.912
451,6.912
452,30.656
453,61.312
454,27.2
455,10.367999999999999
456,23.744
457,30.656
458,30.656
459,6.912
460,27.2
461,41.024
462,6.912
463,30.656
464,23.744
465,6.912
466,30.656
467,30.656
468,30.656
469,6.912
470,23.744
471,6.912
472,30.656
473,30.656
474,30.656
475,30.656
476,2.592
477,11.232
478,30.656
479,54.4
480,33.248
481,4.32
482,6.912
483,117.792
484,10.08
485,103.736
486,73.568
487,34.976
488,30.656
489,30.656
490,30.656
491,6.912
492,30.656
493,30.656
494,6.912
495,23.744
496,30.656
497,6.912
498,30.656
499,30.656
500,30.656
501,0.0
502,30.656
503,6.912
504,37.568
505,30.656
506,30.656
507,3.456
508,34.111999999999995
509,0.0
510,30.656
511,30.656
512,37.568
513,30.656
514,6.912
515,30.656
516,30.656
517,30.656
518,6.912
519,30.656
520,0.0
521,30.656
522,30.656
523,29.792
524,7.776
525,87.552
526,30.240000000000002
527,81.056
528,102.656
529,37.568
530,30.656
531,6.912
532,23.744
533,37.568
534,0.0
535,30.656
536,30.656
537,61.312
538,6.912
539,6.912
540,30.656
541,30.656
542,30.656
543,27.2
544,10.367999999999999
545,0.0
546,30.656
547,6.912
548,30.656
549,27.2
550,7.2
551,23.744
552,6.912
553,54.4
554,37.568
555,6.912
556,30.656
557,23.744
558,37.568
559,23.744
560,6.912
561,6.912
562,1480.588
563,1707.981
564,289320.042
565,0.864
566,47.232
567,87.552
568,111.29599999999999
569,845.126
570,261.506
571,132.481
572,804.806
573,1588.172
574,1578.9560000000001
575,1589.708
576,523.0120000000001
577,6.912
578,1468.363
579,3028.888
580,1704.525
581,10.367999999999999
582,23.744
583,1707.981
584,2353.1059999999998
585,523.0120000000001
586,1607.7540000000001
587,10.367999999999999
588,1714.894
589,30.656
590,410.819
591,781.062
592,804.806
